StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,DistributionChannel,UserLanguage,Q1,1_Util...11,1_Symbol...12,1_Bipol...13,2_Util...14,2_Symbol...15,2_Bipol...16,3_Util...17,3_Symbol...18,3_Bipol...19,4_Util...20,4_Symbol...21,4_Bipol...22,5_Util...23,5_Symbol...24,5_Bipol...25,6_Util...26,6_Symbol...27,6_Bipol...28,7_Util...29,7_Symbol...30,7_Bipol...31,8_Util...32,8_Symbol...33,8_Bipol...34,1_Util...35,1_Symbol...36,1_Bipol...37,2_Util...38,2_Symbol...39,2_Bipol...40,3_Util...41,3_Symbol...42,3_Bipol...43,4_Util...44,4_Symbol...45,4_Bipol...46,5_Util...47,5_Symbol...48,5_Bipol...49,6_Util...50,6_Symbol...51,6_Bipol...52,7_Util...53,7_Symbol...54,7_Bipol...55,8_Util...56,8_Symbol...57,8_Bipol...58,1_Util...59,1_Symbol...60,1_Bipol...61,2_Util...62,2_Symbol...63,2_Bipol...64,3_Util...65,3_Symbol...66,3_Bipol...67,4_Util...68,4_Symbol...69,4_Bipol...70,5_Util...71,5_Symbol...72,5_Bipol...73,6_Util...74,6_Symbol...75,6_Bipol...76,7_Util...77,7_Symbol...78,7_Bipol...79,8_Util...80,8_Symbol...81,8_Bipol...82,Attention1,Familiarity_1,Familiarity_2,Familiarity_3,Familiarity_4,Familiarity_5,Familiarity_6,Familiarity_7,Familiarity_8,Familiarity_9,Familiarity_10,Familiarity_11,Familiarity_12,Familiarity_13,Familiarity_14,Familiarity_15,Familiarity_16,Familiarity_17,Familiarity_18,Familiarity_19,Familiarity_20,Familiarity_21,Familiarity_22,Familiarity_23,Familiarity_24,Attention2,screenQ,Cond,dataset
11/3/20 13:37,11/3/20 13:43,0,100,327,1,11/3/20 13:43,anonymous,EN,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,1,3,3,3,1,7,7,5,4,1,1,7,7,7,1,1,7,1,1,4,4,4,7,7,7,7,7,1,7,7,7,7,7,7,7,1,7,1,1,7,7,4,7,1,1,1,7,1,2,4,1
11/3/20 13:38,11/3/20 13:45,0,100,455,1,11/3/20 13:45,anonymous,EN,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,4,2,1,7,7,2,6,6,7,1,1,1,7,7,7,1,1,6,2,2,1,7,7,7,6,7,6,7,2,5,3,6,5,6,4,6,3,3,2,5,6,6,4,6,2,4,3,6,1,2,4,1
11/3/20 13:39,11/3/20 13:46,0,100,435,1,11/3/20 13:46,anonymous,EN,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,1,5,5,3,1,7,7,7,1,1,1,7,7,7,1,1,7,1,1,1,7,7,7,7,7,7,7,7,7,7,7,7,4,4,7,7,7,7,7,7,7,1,7,3,4,4,7,1,2,4,1
11/3/20 13:38,11/3/20 13:47,0,100,578,1,11/3/20 13:47,anonymous,EN,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,5,4,5,7,7,6,5,4,5,3,4,2,5,4,7,7,4,6,3,1,7,7,4,7,6,5,2,6,2,6,6,6,3,2,2,6,2,5,1,7,7,5,2,6,2,1,2,6,1,2,4,1
11/3/20 13:44,11/3/20 13:51,0,100,417,1,11/3/20 13:51,anonymous,EN,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,1,4,4,4,4,5,7,7,2,1,1,7,7,7,3,1,7,1,1,5,5,4,7,7,7,7,7,7,7,7,7,7,7,1,7,1,7,7,7,7,7,1,7,1,7,3,7,1,2,4,1
11/3/20 13:50,11/3/20 13:55,0,100,285,1,11/3/20 13:55,anonymous,EN,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,2,1,4,7,4,2,7,6,7,3,2,3,5,6,6,3,2,7,2,2,5,6,5,7,7,7,7,7,5,7,7,7,4,3,1,5,7,4,7,7,7,7,3,6,1,4,1,7,1,2,4,1
11/3/20 13:52,11/3/20 14:10,0,100,1062,1,11/3/20 14:10,anonymous,EN,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,7,4,4,7,7,7,7,4,6,3,2,4,7,6,7,6,3,7,5,3,7,7,4,7,7,7,7,7,7,7,7,7,1,1,1,7,1,6,7,7,7,7,1,7,1,1,1,7,1,2,4,1
11/3/20 13:39,11/3/20 14:27,0,100,2845,1,11/3/20 14:27,anonymous,EN,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,1,2,4,7,2,2,2,2,2,5,5,5,6,2,2,2,7,7,2,5,5,4,7,6,7,2,2,3,2,3,6,3,7,2,7,2,4,6,2,3,7,2,7,2,3,2,7,1,2,4,1
11/3/20 13:42,11/3/20 14:32,0,100,2957,1,11/3/20 14:32,anonymous,EN,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,1,1,6,4,1,7,5,6,1,1,1,6,4,7,1,1,7,1,1,5,4,4,7,7,7,7,7,7,7,7,7,1,4,4,7,1,7,4,1,7,7,4,7,4,4,2,7,1,2,4,1
11/3/20 13:59,11/3/20 14:52,0,100,3184,1,11/3/20 14:52,anonymous,EN,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,1,7,7,4,1,7,7,7,1,1,1,7,7,7,1,1,7,1,1,1,7,7,7,7,7,7,7,7,7,7,7,7,7,4,7,7,7,7,7,7,7,4,7,4,4,7,7,1,2,4,1
11/3/20 13:38,11/3/20 14:55,0,100,4592,1,11/3/20 14:55,anonymous,EN,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,1,7,1,1,1,2,7,7,1,1,1,3,6,7,1,1,7,1,1,1,7,7,7,7,7,4,7,1,7,7,7,7,4,2,7,1,7,7,4,7,7,4,7,1,5,5,7,1,2,4,1
11/3/20 15:07,11/3/20 15:11,0,100,196,1,11/3/20 15:11,anonymous,EN,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,1,6,7,4,1,7,7,6,2,2,5,7,7,1,2,2,7,1,1,5,7,5,7,7,7,7,7,7,7,7,7,7,7,2,7,7,7,6,2,7,7,3,6,2,3,3,7,1,2,4,1
11/3/20 15:07,11/3/20 15:11,0,100,202,1,11/3/20 15:11,anonymous,EN,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,1,5,5,3,5,5,5,7,1,1,6,6,7,7,1,1,7,1,1,5,6,7,7,6,7,6,7,3,2,5,5,3,1,3,6,2,1,1,4,5,3,2,6,1,1,1,5,1,2,4,1
11/3/20 15:06,11/3/20 15:11,0,100,304,1,11/3/20 15:11,anonymous,EN,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1,1,5,7,4,1,7,7,7,1,1,1,7,7,7,1,1,7,1,1,5,6,4,7,7,7,7,7,4,7,7,7,7,7,3,7,6,7,7,2,7,7,2,7,2,7,3,7,1,2,4,1
11/3/20 15:07,11/3/20 15:12,0,100,300,1,11/3/20 15:12,anonymous,EN,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,1,4,4,4,4,7,7,7,1,1,4,7,7,7,1,1,7,1,1,4,7,7,7,7,7,7,7,7,7,7,7,7,7,1,7,7,7,4,1,7,7,1,7,1,7,1,7,1,2,4,1
11/3/20 15:08,11/3/20 15:13,0,100,279,1,11/3/20 15:13,anonymous,EN,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,1,4,7,5,4,7,2,7,1,1,1,4,6,7,1,1,7,1,1,6,6,4,7,7,7,7,7,7,7,7,7,7,2,2,7,6,1,1,1,7,7,2,4,1,1,2,7,1,2,4,1
11/3/20 15:07,11/3/20 15:13,0,100,353,1,11/3/20 15:13,anonymous,EN,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,1,1,7,7,1,7,7,1,1,1,4,7,4,7,1,1,7,1,1,1,7,7,7,7,7,7,7,7,4,7,7,7,1,4,7,7,4,7,7,7,7,1,7,1,4,4,7,1,2,4,1
11/3/20 15:07,11/3/20 15:14,0,100,384,1,11/3/20 15:14,anonymous,EN,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,1,6,5,4,2,7,7,7,1,1,2,7,7,7,1,1,7,3,1,3,6,7,7,7,7,7,7,7,7,7,7,7,6,5,7,5,7,7,5,7,6,5,7,5,5,5,7,1,2,4,1
11/3/20 15:08,11/3/20 15:17,0,100,542,1,11/3/20 15:17,anonymous,EN,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1,2,1,5,5,1,7,7,7,1,1,1,7,7,7,1,1,7,1,1,1,1,7,7,7,7,7,7,5,7,7,6,3,3,4,7,3,5,7,3,7,7,3,7,1,2,1,6,1,2,4,1
11/3/20 15:07,11/3/20 15:31,0,100,1414,1,11/3/20 15:31,anonymous,EN,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,2,2,4,6,5,2,7,7,6,2,2,4,4,4,6,1,2,6,2,2,2,7,7,7,7,7,7,7,5,5,7,7,6,5,4,7,5,4,6,7,7,7,4,5,4,2,2,7,1,2,4,1
11/3/20 15:45,11/3/20 15:52,0,100,453,1,11/3/20 15:52,anonymous,EN,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1,1,6,6,4,3,6,6,6,2,1,4,6,6,6,4,3,6,1,1,6,6,7,7,7,7,7,7,4,7,7,7,5,4,3,6,2,4,5,5,6,5,3,5,2,4,3,6,1,2,4,1
11/3/20 15:46,11/3/20 15:56,0,100,583,1,11/3/20 15:56,anonymous,EN,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,1,5,2,7,1,4,5,7,1,1,4,7,7,7,1,1,1,1,1,4,4,4,7,7,7,7,7,7,7,4,7,7,7,1,7,1,7,6,1,7,7,4,6,1,4,4,7,1,2,4,1
11/3/20 15:08,11/3/20 17:29,0,100,8482,1,11/3/20 17:29,anonymous,EN,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,1,1,7,7,6,7,4,1,7,1,5,7,6,7,1,7,7,2,1,3,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1,2,4,1
11/3/20 17:58,11/3/20 18:05,0,100,376,1,11/3/20 18:05,anonymous,EN,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,4,1,5,6,4,4,7,7,7,3,2,4,7,6,7,3,1,7,4,2,5,5,4,7,7,7,7,7,7,7,7,7,7,7,3,7,2,6,7,4,7,7,4,7,2,2,3,7,1,2,4,1
11/3/20 15:07,11/3/20 18:56,0,100,13731,1,11/3/20 18:56,anonymous,EN,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,2,1,6,7,4,6,7,5,7,1,1,1,7,7,7,1,1,7,2,2,6,6,4,7,7,7,7,7,6,4,5,7,6,2,1,7,1,1,2,4,6,3,1,7,1,1,1,6,1,2,4,1
11/3/20 15:07,11/3/20 19:22,0,100,15304,1,11/3/20 19:23,anonymous,EN,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,2,1,7,4,5,2,6,7,7,3,6,2,2,2,5,3,3,6,2,6,3,6,4,7,7,7,7,7,6,5,6,6,2,5,5,7,3,6,5,2,7,7,2,7,2,2,4,6,1,2,4,1
11/4/20 11:17,11/4/20 11:22,0,100,277,1,11/4/20 11:22,anonymous,EN,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,2,1,6,2,6,4,6,6,7,1,1,1,1,4,6,2,1,7,2,1,5,5,4,7,7,5,7,7,7,7,7,7,5,5,3,7,4,7,3,3,7,5,5,7,1,4,3,7,1,2,4,1
11/4/20 9:39,11/4/20 11:25,0,100,6342,1,11/4/20 11:25,anonymous,EN,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1,2,7,4,4,1,7,7,4,4,4,4,4,4,4,4,4,4,4,4,4,5,6,7,7,7,7,7,7,7,7,7,4,1,1,5,1,4,4,1,7,7,1,7,1,4,1,7,1,2,4,1
11/4/20 12:47,11/4/20 12:50,0,100,169,1,11/4/20 12:50,anonymous,EN,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,1,7,7,6,4,7,7,7,1,1,1,7,7,7,1,1,7,1,1,7,7,7,7,7,7,7,7,7,7,7,7,1,1,1,7,1,7,7,1,7,7,1,7,1,1,1,7,1,2,4,1
11/4/20 16:48,11/4/20 16:55,0,100,443,1,11/4/20 16:55,anonymous,EN,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,1,6,4,4,5,7,6,7,1,1,2,2,4,4,4,4,7,1,1,6,7,5,7,7,7,7,7,6,7,7,7,7,1,1,7,1,7,7,1,7,7,7,7,1,1,1,7,2,2,4,1
11/3/20 13:39,11/4/20 18:44,0,100,104723,1,11/4/20 18:44,anonymous,EN,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,1,2,6,5,4,6,6,7,1,1,1,7,7,7,1,1,7,1,1,1,7,7,7,7,7,7,7,6,6,6,7,7,5,5,7,2,7,2,2,7,7,6,7,3,5,1,7,1,2,4,1
